Review,Rating,Country,user_avis,Date
Je suis franchement déçue de cette…Je suis franchement déçue de cette marque pour la première fois alors que c'est une de mes marques fétiches.. j'ai effectué un retour de commande via un point relais Colissimo il ya trois semaines maintenant..la semaine dernière j'appelle car toujours pas de retour de Nike et donc pas de remboursement on me dit qu'il aurai fallu avoir une preuve de dépôt pour avoir le remboursement et qu'il faut que j'attende le retour dans leurs entrepôts..en gros la je l'ai dans le baba...je peux m'asseoir sur mes 90 euros...je suis vraiment dégouté et déçu de Nike et pour le coup j'étais membre Nike mais la c'est terminé je boycotte cette marque..qui devient une vrai arnaque !,1.0,FR,15avis,05 octobre 2022
Je suis déçu j ai acheté des chaussures…Je suis déçu j ai acheté des chaussures Nike au mois d’août 2021 . Il tienne que 1 ans et après il sont foutu . T’es obligé d en racheter encore une deuxième pairs. A l époque sa dure 3 ans les chaussures la qualité n est plus là.,1.0,FR,1avis,20 août 2022
"Très déçuJ’ai commandé chez Nike la semaine dernière. La commande a été pris par SWOOPIN (service médiocre!!) qui a perdu mon colis. Nike a donc procéder à l’échange, mais je suis toujours en attente de mon colis qui est prévu pour un anniversaire qui arrive bientôt (j’avais fait exprès de me prendre à l’avance). Je suis tellement déçu par Nike, un service qualité, zéro !!!!",1.0,FR,1avis,20 octobre 2022
Swoopin et Nike plus jamais  envoyer…Commande réalise rapidement envoyer rapidement par contre le transporteur swoopin avec qui travail Nike je comprend pas aucun service client mon colis est avec eux depuis le 12/10 mais tjrs pas livré et on ne sait pas pourquoiJe ne commanderai plus cher Nike par rapport aux livraison très déçu je pensait que Nike prenait soin des clients avec un service de livraison au top et bah non et quand on appel Nike ils peuvent juste vous rembourser mais quand c étais  le dernier article bah non je veut ma commande,2.0,FR,8avis,12 octobre 2022
Mes air force sont arrivés très…Mes air force sont arrivés très rapidement en parfaite état. un grand merci à vous,5.0,FR,1avis,04 octobre 2022
"Pas de remboursement après retour colis…Pas de remboursement après retour colis reçu le 28/09 renvoyé le 29/09 ! 129,90€ Cadeau pour mon enfant. RAISON «  le  colis nous est arrivé vide » je dois les croire sur parole !!! Personne n’est capable de me dire à quoi ressemble mon colis. Ni même la couleur de l’emballage RIEN .. c est l’information du système me disent elles ! Pas de preuve !!! Allez voir la Poste … C est Moi qui doit mener  l enquête ??On ne me passe pas le responsable et les femmes avec qui je m’entretiens ne comprennent pas le français. Mais elles leur parlent en le faisant attendre ´ « merci de votre patience ». C EST ÇA !!Bien joué , bonne stratégie les managers !! Des fois vous ne parlez pas bien le français non plus !! Alors là bien joué les responsables marketing NikeEt personne n’est censé me rappeler, elles Me disent les managers ont besoîn de temps pour « escalader » le dossier. ESCALADER ????Rappelez dans 5 jours.Pour qui vous vous prenez , c est à vous de me rappeler vous avez mes coordonnées et me les faites répéter à chaque appel - - Je ne vous lâcherai pas. Si il faut je vais me pointer a l adresse figurant sur le bon de retour. Je ne suis pas si loinAllez savoir si Ce ne  sont pas des gars de leur entreprise qui volent et moi je dois payer.  !!Vous êtes fous. Je déteste les carottes. Faites ce qui faut …!!HÉ NIKE … Pour rappelQuelle responsabilité est engagée si un colis est volé?Si la situation de vol d’un colis peut apparaître en apparence complexe, et s’il arrive souvent que les parties impliquées se renvoient l’ascenseur au moment d’en endosser la responsabilité, la loi française est très claire sur le sujet. Que ce soit pour la livraison d’un article réservé en magasin ou commandé en ligne sur une plate-forme de vente, la législation reste la même. Selon l’article L. 221-15 du Code de la consommation, c’est au vendeur, et au vendeur seul, qu’incombe la responsabilité légale de la bonne réception d’un colis. Cela vaut dans les cas où celui-ci se charge lui-même de la livraison, mais également si son service de livraison requiert le recours à un prestataire tiers. Si le vendeur et le transporteur se renvoient la faute, votre interlocuteur reste le premier, puisque peu importe la faute du second, le vendeur reste responsable du colis délivré, et ce à chaque étape de la livraison (il peut se retourner contre le transporteur, mais uniquement dans un second temps après avoir dédommagé le client)",1.0,FR,1avis,12 octobre 2022
Mauvaise on vous raccroche au nez alors…Mauvaise on vous raccroche au nez alors que vous appelez suite à un problème de commande j’attend remboursement depuis 15 jours rien que des mauvaises infos dommage pour une grande entreprise je ne conseillerai plus personne a commander chez Nike,1.0,FR,1avis,08 octobre 2022
J’ai effectué une commande qui arrivait…J’ai effectué une commande qui arrivait dans les temps et comme indiqué parconte jai acheter des emballages cadeaux Pas recu mais sinon ras,4.0,FR,1avis,07 octobre 2022
J'y étais pour acheter une paire de…J'y étais pour acheter une paire de basket sans avoir d'idée précise de ce que je voulais. Au vue du monde présent en magasin et des vendeurs totalement indisponible je n'ai pas pu et je suis reparti sans rien.,1.0,FR,1avis,21 décembre 2021
"Au secours !Ras le bol de tous ces sites avec des services clients délocalisés ! J’ai perdu plus de 20 minutes ce matin au téléphone avec une femme qui ne comprenait rien, car elle maîtrisait très mal la langue française, et au final, j’ai fini par raccrocher, car je perdais mon temps ! Je suis extrêmement déçue.",1.0,FR,11avis,01 octobre 2022
Très satisfaite des commandes et du…Très satisfaite des commandes et du service client,5.0,FR,4avis,26 septembre 2022
"SAV catastrophiqueCliente fidèle de Nike je ne commanderai plus JAMAIS car le SAV est déplorable.J’ai passé commande avec le code promo HIGHFIVE de 5 articles mi juillet. Un des articles m’a été envoyé qu’on m’a prélevé, par la suite je reçois un mail me prévenant que ma commande prend du retard. Je patiente, on me dit qu’un second article a été envoyé mais je le recevrai jamais. De là je commence à m’impatienter et contact le SAV qui m’indique que ça va arriver que je dois patienter. Me voilà 3 semaines plus tard ils me demande de régler la commande via Paypal car ils n’ont plus l’autorisation de prélèvement. Je m’exécute tout en vérifiant qu’il ne s’agit pas d’une arnaque. Je contacte le SAV à nouveau qui m’indique que ma commande va être expédié. Plus tard ils me diront que mes articles sont indisponibles. Je demande le remboursement et de là le début d’échanges sans fin ou je leur envoi tous les documents qu’ils me demandent mais le SAV me fait tourner en rond. Et pendant ce temps là j’ai été prélevé d’un montant de 176€ pour des articles JAMAIS reçus. Je finis par contacter paypal qui eux finiront par me rembourser.2 mois plus tard Nike me recontacte pour me dire qu’il n’y a pas eu de prélèvement de 176€ mais me demande quand même dans la suite du message si j’ai bien été remboursé. Et voilà que depuis le SAV est très réactif pour me répondre alors que je n’ai pas eu d’aide au moment voulu.A FUIR",1.0,FR,3avis,22 septembre 2022
"Back to schoolNike a fait une promo « back to school » début septembre, en offrant 25% si deux produit commandés. Jamais reçu les produits, annulés avec seule explication « rupture de stocks »Triste d’une grande marque comme Nike. Je vais essayer de les boycotter à ma façon",1.0,LU,1avis,21 septembre 2022
"Depuis hier je tente de passer une…Depuis hier je tente de passer une commande en vain. La commande est annulée à chaque fois (7 fois) Nous avons téléphoné au numéro indiqué et on nous a demandé de changer de navigateur puis de faire la commande sur un smartphone mais commande impossible à finaliser, de plus la personne au téléphone pas agréable du tout, nous prend pour des nuls et nous a raccroché au nez.",1.0,FR,5avis,16 septembre 2022
"ScandaleuxBonjour,Mon numéro de commande est le C01016011145 d'une valeur de 212,47Euros.J'ai passée une commande le 2 septembre 2022, ayant une date de livraison pour le mercredi 7 septembre. Mais malheureusement, le 6 septembre plus de date de livraison sur le site, en attente. Je laisse passée les jours et j'appelle NIKE qui me signale que ma commande est annulée. Pas de message pour me prévenir, mais pour me prélever ça a été instantané. Le service client m'indique que j'aurais le droit à 25% pour refaire une commande mais que je dois les rappeler pour en bénéficier. Quelle est ma colère et ma déception quand le service client m'annonce que je dois payer 100% de ma commande et qu’après j'aurais le droit au 25% si je les recontacte .",1.0,FR,1avis,02 septembre 2022
"J’aime beaucoup l’univers de…J’aime beaucoup l’univers de l’entreprise mais pour le prix des chaussures, la qualité de celles-ci est médiocre.",2.0,BE,1avis,12 septembre 2022
"Nike une gamme qui dépasse adidas et odloVoilà des années que je suis un fervant client de chez nike.Le rapport qualité prix reste optimal par rapport aux marques concurrentes .En effet lorsqu'un produit est défectueux et ce même 6 mois après (ex: paire de nike tn, semelle qui se décolle alors que très peu porté), nike vous fait renvoyer le produit et assume le fait qu'il puisse y avoir un défaut de fabrication. Ils m'ont ainsi déjà remboursé ou échanger de nombreux produit.Tenter de faire ça chez adidas ou odlo... ils feront la technique de l'autruche en vous faisant miroiter qu'un agent vous contactera mais ils ne le font jamais.Je conseil nike qui reste pour moi la marque de référence qualité et qui détient un service après vente sincère et efficace pour leur client!",5.0,FR,7avis,10 septembre 2022
"Commande validée et annulée par NikeCommande validée par Nike et ensuite annulée par Nike. Ils sont incapables de me donner une explication et surtout ils ne m'ont jamais prévenu de l'annulation. Total, les articles ne sont plus en stock.Service clientèle minable et incompétent !",1.0,FR,4avis,07 septembre 2022
J’ai commandé 2 paires de chaussure qui…J’ai commandé 2 paires de chaussure qui ne sont jamais arrivées et après avoir appelé le service client nike il me dise qu’il y aura une enquête et après leur enquête il m’envoie une photo d’une signature de réception de colis que je n’ai jamais signé de la part du transporteur et me dise qu’il n’y aura pas de remboursement car le livreur a dit qu’il a livré le colis plus jamais je commande chez nike.,1.0,FR,1avis,06 septembre 2022
"J'ai essayé de passer une commande…J'ai essayé de passer une commande quatre fois, avec différents navigateurs et différents modes de paiement - le résultat est le même : le paiement n'est pas accepté. Il y a des centaines de messages sur Internet sur le même problème au fil des ans !. Et ils ne le réparent pas. C'est dommage.",1.0,FR,3avis,05 septembre 2022
"Évitez les échanges!!Commande effectuée le 30/06, reçu le 03/07, demande d’échange pour une taille plus petite le 06/07.Aucun retour à l’heure où j’écris le 05/09.Début de l’histoire: J’appelle ou j’écris au SAV, on me dit:🗣le remboursement est effectué,🫥je dis non je n’ai pas eu de remboursement,🗣on me répond:effectivement vous n’avez pas été remboursez.🫥Je précise que j’ai demandé un échange et non un remboursement,🗣 on me répond effectivement votre colis est dans l’entrepôt, patientez quelques jours.Je patiente, quelques jours plus tard je rappelle, et l’histoire recommence. Ça s’est répété 4 fois.Je finis par abandonner et je demande un remboursement, espérons qu’il arrivera.",1.0,FR,2avis,05 septembre 2022
"Commandes décevantes en 2022Il est pénible de devoir être ferme pour qu'il y est réaction. Enfin remboursé merci. J'ai donc passé une nouvelle commande. Nike Sportswear Hybrid veste grise à 149,99€ le produit est bien. Poches à zip, capuche qui couvre bien la tête, veste confortable. Couleur reçue : gris plus foncé que sur les photos de nike.com. Seule déception. Pour le prix le respect de la couleur: site/colis client n'est pas superflu. Autre produit commandé : Nike Therma-FIT Repel Run Division Miler. Produit bien sauf : Mentions sur le site: "" Pour parer à l'obscurité des froides journées d'hiver, nous avons ajouté des éléments réfléchissants dans les zones clés."" "" Des éléments réfléchissants sont placés sur le bas du corps et sur les bras. "" FAUX les bras et le bas du corps non visible sur un vélo dans l'obscurité. Les chevrons ne sont pas du tout réfléchissants. Preuves photos, factures achats bien sûr. Du coup mon enfant ne peut pas s'en servir cet hiver pour aller en cours. Déception. Idem pour les baskets plastoc très bof à 100€ ? mon frère les avaient retournés/remboursé of course. NIKE se repose trop sur ses acquis et doit se remettre pas en question à savoir produit du site   100% égal à 100% colis payé et reçu par son client. Les produits ne coûtant pas 20€ vous avez obligation de qualité, photos et détails du produit sur le site garantie de conformité oblige - c'est la loi- à défaut perte de clientèle, j'irai chez PUMA etc... vous aurez plus de plaintes, procédures, d'avis négatifs, de signalements, de retours et remboursements etc... logique. Dommage car client depuis longtime...SO JUST DO IT GUYS.",2.0,FR,2avis,31 août 2022
"Je ne comprends pas pourquoi il y a…Je ne comprends pas pourquoi il y a autant d'avis negatifs, pr moi toujours au top air force 1 en reduc merci!",5.0,FR,3avis,15 août 2022
"Déçue par la qualité de NIKEDéçue par la qualité de NIKE, alors que je suis une consommatrice fidèle à cette marque.Depuis quelques temps, les modèles achetés (Air force 1 et Air MAX) présentent beaucoup de défauts de fabrication. En effet :-  les coutures laissent à désirer,- la colle est grossièrement appliquée et déborde de partout,Ce sont des modèles régulièrement en rupture de stock sur leur site internet et chez les revendeurs de la marque.Nike ne se souci même plus de qualité du produit et préfère la quantité à la qualité.",1.0,FR,1avis,26 août 2022
SAV nul de chez nul !SAV nul de chez nul !Je devais être livrée à domicile par Chronopost qui n'a pas respecté le contrat en déposant le paquet dans un relai loin de chez moi.J'appelle Nike et tombe sur un jeune homme qui m'a pris de haut en me disant que mon mécontentement ne ferait pas couler Nike.Ce manque de respect pour le client est juste à vomir ! Quelle déception et surtout quelle colère !!!,1.0,FR,24avis,19 août 2022
Site nul je commande des chaussures le…Site nul je commande des chaussures le jour où je dois oes recevoir la commande ils me disent que la commande n a pas etaut priseNike c est vraiment de la m**** !!!!Ca fait 3mois que je cherche des jordans je trouve et je les recois pas,1.0,FR,1avis,18 août 2022
"Article exclusif commandéArticle exclusif commandé, reçu avec une boîte déchirée. Ce que Nike me propose ? Une remise de 20% sur ma prochaine commande bien sûr non utilisable sur les produits exclusifs alors que je commande que des produits exclusifs. Les conseillères raccroche à votre nez….",1.0,FR,3avis,18 août 2022
Étonnée 😵Je suis étonné de leur expérience ses magnifique comment il travaille quand je commande je suis épanouie sa arrive vite ses de bonne qualité franchement wowwww,4.0,FR,1avis,15 août 2022
"SAV sérieux !Le service client a pris en compte ma demande de retour en garantie suite à un produit détérioré au bout de même pas 2 mois (basket Air Max Tn) malgré achat en magasin revendeur. Après réception du colis, le SAV a analysé le produit et procédé au remboursement du produit et des frais de retour sous forme de bon d'achat valable sur le site de la marque. Sérieux !",5.0,FR,27avis,13 août 2022
"Il est anormal que je n'ai pu accéder à…Il est anormal que je n'ai pu accéder à la vente des Nike Dunk Low Limité via mon ordi - et sur 2 navigateurs différents !? Seulement sur mon téléphone ! Connecté, pointure choisie, 6 fois il m'a été demandé de m'identifier !? sans compter les codes SMS ... RESULTAT : ma fille est en pleurs !",1.0,FR,3avis,12 août 2022
"Colis NIKE jamais reçu , refus de remboursementJ'ai commandé un colis Nike d'une valeur 651,36 € indiquant être livré le 27 juin, mais toujours rien, je contacte alors Nike pour avoir + de renseignements et on me dis qu'on me tiendra au courant de ma commande, je reçois un mail le 6 août me disant que je n'aurez pas de remboursement car CHRONOPOST a prouvé que j'ai bien réceptionné le colis, j'aimerais bien savoir comment sachant qu'il a été livré en pleine journée et que je pars travailler le matin et je rentre le soir, c'est inadmissible surtout pour une commande de ce prix là, si vous avez des conseils je suis prenneur, merci.",1.0,FR,1avis,09 août 2022
"Acheter une veste tech fleece (115€) il…Acheter une veste tech fleece (115€) il y a 2 mois, déjà craqué pour une utilisation normale ! J’ai appelé et l’appelle à durer 30 min pour un remboursement. Au départ la dame ne voulait pas me rembourser car « je n’ai pas la preuve d’achat » alors que c’était marqué sur mes commandes sur Nike ! Mais apparemment ce n’était pas une preuve d’achat et il fallait un ticket de caisse. Elle demande donc à sa collègue et me maintienne que je ne peux pas bénéficier de ce remboursement, je maintient ma position en lui disant que c’est une preuve d’achat. Après deux vérifications avec sa collègue elle a enfin bien voulue me rembourser, en me disant que enfin de compte c’était bien une preuve d’achat. Veuillez embaucher des employés compétents !!Cordialement.",1.0,FR,1avis,02 août 2022
Jai fait retour le colis indique que…Jai fait retour le colis indique que livré dans leur entrepôt et j’ai échanger  avec un de leur collègue qui ma confirmer avoir reçu est scanner les articles mes il veulent pas me rembourser à fuire honnêtement,1.0,FR,1avis,02 août 2022
"Bonjour à tousBonjour à tous, Nike ne tient pas ces engagements et enregistrent les conversations mais les utilises que lorsque cela leurs plaît. Offre anniversaire non respecté sur une commande car appliqué sur 1 article et non la commande. Ps : je ne suis pas responsable de la distribution pour la 1iere commande. Promesse non tenue. Malheureusement, les enfants aiment cette marque. Si j'avais été avertie avant, j'aurais utilisé le code des-20% offert à tout les clients au lieu de payer pleins tarifs.",1.0,FR,4avis,01 août 2022
"Une honte le site nike.com puis aussi…Une honte le site nike.com puis aussi le site en ligne direct et quand on appelle le magasin ou le 0170489073 on nous dit que c’est de notre faute donc j’aime bien nike mais là ras le c.. trois fois trois essais, ma banque valide les paiements et non après on me dit paiement incorrect ??? WTFPremière et dernière fois voilà ciaoC’est la faute à personne chez NIQUE",1.0,FR,3avis,28 juillet 2022
Super serviceSuper serviceReçu dans le délai !,4.0,FR,2avis,01 juillet 2022
"LA GROSSE ARNAQUE PAS DE REMBOURSEMENT…Hier j'ai voulu acheté une paire de Basket air force one noir a mon mari pour son anniversaire a Créteil Soleil chez Nike trop petite  le lendemain j'essaye de faire l'échange du 44 pour un 44.5 rupture de stock pour la air force one en noir car elle sobre pour les 65 ans de mon mari je demande alors un remboursement le vendeur me dit je l'aurai au centre commercial au Val d'Europe a 1h20 de chez moi qui me dit que je vais la trouver la-bas je ne pense pas qu'un centre commercial va répondre si j'appelle, je trouve cela pas normal de ne pas se faire rembourser quand on c'est pas quand il y aura du stock c'est maintenant que j'ai besoin d'avoir cette paire de basket pas dans 1 mois on m' a proposer un avoir un an je suis vraiment déçu car c'est marquer nul part pas de remboursement au niveau des caisses uniquement des avoirs",1.0,FR,1avis,24 juillet 2022
Marque très appréciée des jeunes,5.0,FR,44avis,20 décembre 2021
"J'ai commandé des dunks l'année…J'ai commandé des dunks l'année dernière, elles sont toujours aussi agréables à porter !",4.0,FR,2avis,07 octobre 2021
INADMISSIBLE  je n achèterais plus cette MARQUe !!!!!INADMISSIBLE si vous souhaitez commandez via nike.com NE LE FAITEs surtout PAs j attends toujours sue ma commande me soit livré j appelle leurs service SAV  qui me raccroche au nez !!! Du coup ma commande  est toujours en attente d envoi le pire je demande un remboursement car marre qu on nous prennent pour des idiots... leur service sav me disent que je ne pouvais le faire que 15 min après ma validation  de mon panier et je devrais attendre ma commande mais espèce  d idiote j attends toujours que vous l envyer ma commande !!!!! De VRAI ESCROC N achetez pas chez eux adidas sont bien mieux validation de la commande  et envoie le jour me me dans l heure !!!!!,1.0,FR,10avis,14 juillet 2022
,1.0,BE,2avis,12 juillet 2022
"Déçu membre depuis 2014 j’ai reçu un…Déçu membre depuis 2014 j’ai reçu un colis vide jeudi . J’ai appelé direct vendredi car je n’ai reçu que la boîte paire voler et l’enquête est toujours en cours. On m’a dit que ça sert a rien de rappeler que je dois patienter c’est quand même 199,99€ . J’aimerais avoir mon argent pour pouvoir la racheter sur un site vu que c’était une édition limitée et à part me dit merci de ma fidélité ben rien . Merci colissimo . 200€ c’est pas rien Nike .",1.0,FR,57avis,06 juillet 2022
Ils sous traitent ups et c’est nul…Ils sous traitent ups et c’est nul comme service de livraison pas de retour et pas de suivi de UPS,1.0,FR,78avis,01 juillet 2022
"Paire de Jordan mid commandé le…Paire de Jordan mid commandé le 19/06/22, numéro de suivi puis plus rien , je les contacte via le chat, on me dit que la paire a du être perdue , je leur demande de m envoyer un autre modèle car rupture de stock, on est juste capable de me rembourser, une belle bande de clowns , les autres avis confirment ma vision de ces incapables, juste bon à prendre l argent ,aucun sav ...si sûrement au Bangladesh",1.0,FR,12avis,27 juin 2022
"Nike TN au prix de l'or mais pitre qualité1 paire de TN acheté comme cadeau noël pour mon fils. Au bout de 5 mois les semelles sont trouées.2ème paire achetée le 9 juin, plus de crampon sur le bout des semelles. Des chaussures à 180€ qui ne tiennent que quelques mois. Nike a bien trouvé la combine. Les jeunes en raffolent et sont obligés de soit les mettre en vitrines, soit les remplacer plusieurs fois par an.C'est une honte.",1.0,FR,3avis,26 juin 2022
Déçue par ce siteJ'ai acheté une paire de sandale Nike en avril. Avec les fortes chaleurs la semelle a littéralement fondu ! Je contacte Nike qui me demande de leur retourner la paire mais à mes frais sans garantie de remboursement. On rêve là. Je pensais que Nike vendait de la qualité mais en fait c'est de la m... Je n'achèterai plus jamais Nike.,1.0,FR,1avis,25 juin 2022
"NIKE OÙ EST MA COMMANDE ?J'achète une paire de chaussure Air jordan 1  low très compliqué  à avoir et un tee shirt sur le site Nike, je commande et soit disant  la commande a était envoyé,Troisbjours plus tard rien je m'inquiète je contacte Nike et on me dit que le colis est perdu et qu'on vas me remboursé,Voilà super expérience j'ai jamais commandé sur Nike et première impression de m.... !Je n'aurai jamais ma paire de chaussure tant désiré au prix normale à cause de l'équipe de Nike qui a du volé les chaussure certainement !A fuire, plus jamais !!!!!",1.0,FR,3avis,23 juin 2022
"Qualité désastreuse.. aucune remboursementJ’ai acheté une paire de air force 1 en magasin début juin 2022. Elles sont troué à l’intérieur au niveau du contrefort. Je vais en magasin au nike house of innovation de Paris et le gars me dit sans boîte on reprend pas (tu crois que tu vas vraiment la revendre ??), ensuite il me parle d’usure normal (ça fait littéralement 20 jours que j’ai acheté la paire, je rêve) , nan mais la qualité Nike c’est si pourri que ça ?? Nan parce que je fais pas de foot, je marche juste normalement, mais même si je faisais du foot, c’est pas normal, le trou fait que ton talon tape dans le contrefort, du coup tu saignes etc. Jamais eu ce problème de toute ma vie sauf chez Nike. Bref, tout ça pour dire que Nike c’est pas de la qualité, ça attire les ados qui se font berner. Déjà de base quand tu vois l’état des air force des autres au bout d’1 mois tu vois qu’il y a un truc qui va pas. Changer vos matières les gars et votre contrôle qualité. Bref je commanderai plus jamais chez eux, pour perdre 110 euros en meme pas 1 mois. Allez chez Adidas, clairement c’est bien plus qualitatif et durable.. Service client en magasin horrible chez Nike",1.0,FR,1avis,22 juin 2022
Personnel professionnel et à l’ecoute,5.0,FR,5avis,20 juin 2022
J ai effectué ma commande depuis un…J ai effectué ma commande depuis un magasin nike personnel très sympathique livraison en 2 jours parfait jusque là 10/10. Par contre pour la livraison je suis furieuse le livreur a posé le coli sur le pas de la porte il a frappé et est directement parti !! Une chance que mon voisin ait assisté à la scène et a mis mon coli à l abris chez lui ! Jamais je n aurai trouvé mon colis en rentrant chez moi avec le gros insigne nike sur la boîte et posé là à la vue des passants en qq minutes il aurait disparu surtout que je suis rentrée très tard dans la nuit.De plus mon application disait coli livré comment aurais je pu prouver le contraire !Donc ce sera ma 1er et dernier commande chez nike pas pour leur service mais pour leur service de livraison UPS !,1.0,BE,1avis,18 juin 2022
allez sur darisfrance plutotMoi je commande  sur darisfrance.fr pour 2 fois moins le prix,1.0,FR,2avis,15 juin 2022
FUYEZ CES ARNAQUEUR !!Je met 1 parce qu'on es obligé de noter ce sav de .... !! Jai passer commande pour plus de 330€ Colis vide livraison effectuée en point relai allr que j'ai demandé a être livrée a domicile et ces arnaqueur refuse de me rembourser ou de me renvoyer mes article et me demande d'allait fair mon enquête moi même auprès de CHRONOPOST HONTEUX! Du coup bah je vais allez déposer une plainte contre eux même si sa me rendera pas mon argent mais je vous déconseille de commander chez eux !!,1.0,FR,1avis,14 juin 2022
"Qualité scandaleuse.2 étoiles parceque ça me faisait mal de n'en mettre qu'une...Font-ils des contrôles qualité ?!Traces de colle, éraflures, finitions désastreuses...Quand j'achète une paire 220 balles je m'attends à ce qu'elle soit irréprochable !C'est vraiment de pire en pire. Personne ne me fera croire qu'ils n'en sont pas conscients. Ils n'en ont juste rien à faire 🤬",2.0,BE,5avis,11 juin 2022
Au topAu top. livraison en 3jours maximum et un service après vente comme on a jamais vu. J ai déjà eu un colis perdu et ils m ont renvoyé le colis immédiatement. rien à dire. Le service est top.,5.0,FR,1avis,08 juin 2022
Après avoir commander un kit enfant…Après avoir commander un kit enfant maillot short chaussettes.1 ère livraison vol du livreur Chronopost2 ème livraison après sav colis ouvertEt il manque le short et Chaussettes.Le Sav me propose d arraché le maillot a l enfant et de me le rembourser ou 10% en code promo pour dédommager.Une belle bande de voleur et dernière commande que je passe chez nike.Sa sera chez Adidas,1.0,FR,3avis,08 juin 2022
"Nike = AmateurJ'ai passé une première commande le 10 juin 2022 d'une paire de Nike air Max Plus OG (179€) qui est arrivé défectueuse (trace de colle, éraflures, couture mal fini).Je retourne cette article, Nike me rembourse.Je recommande à nouveau la même paire de Nike air Max Plus OG et encore une fois, l'article arrive défectueux.Je fais cette fois-ci une demande d'échange, que je reçois ce matin encore défectueux !!!!Je commande également une paire de Nike air Max Plus Femme qui arrive aussi défectueuse.Le service client inutile et des responsables inexistant !!Bref on a l'impression que WISH a racheté NIKE...",1.0,FR,7avis,07 juin 2022
En attente d’un remboursementC’est incroyable que après 3 mois je n’ai toujours pas pu me faire rembourser une paire de chaussures défectueuses et je galère toujours. Ce n’est pas possible qu’une entreprise aussi importante soit aussi mal à droite avec ce type de choses et quand tu appelle au service client toujours la même réponse “c’est en cours nous allons vous appeler dans les 48h”,1.0,FR,1avis,03 mai 2022
"Fidèle client d’une décennieFidèle client d’une décennie, malheureusement aucune raffle remportée et de plus je ne recèle même pas ,prenait en compte vos aficionados !",1.0,FR,1avis,04 juin 2022
"Ils font rêver les ados… livraison bidonIls font rêver les ados avec une livraison en 2 jours ! Commande passée et payée le 23 mai, on attend encore... : "" en attente de ramassage par le transporteur..."". On met la faute sur Chronopost du coup ?Pour trouver le service client, il faut jouer à ""Où est Charlie?"" sur tout le site.Jamais eu de soucis chez courir, jd sport, adidas et même restock !Last time",1.0,FR,3avis,23 mai 2022
Bonjour j’ai contacté le service client…excellent retourBonjour j’ai contacté le service client Nike ce matin car ma fille m’avez pas reçu ses baskets par le transporteur UPS.Je suis en ligne un monsieur parfait m’a tout expliqué et qui a pris en charge ma réclamation.. J’ai reçu le jour J La demande de remboursement via mail.Juste pour vous dire que vous êtes au top la prise en charge est parfaite faire bien du premier coup c’est la devise c’est Dhl vous êtes pareil.,5.0,FR,1avis,30 mai 2022
"Vive le profit adieu passionPassionné depuis plus de vingt ans par la marque,je trouve que depuis quelques années c’est le déclin pour tout passionnés de belle chaussure comme les Jordan 1 et les Dunk.Depuis la mise en place de raffle pour espérer avoir le sésame qui avant était accessible en boutique c’est devenu une misère, nike oublie c’est vrai clients au profit de spéculateurs qui n’hésitent pas à employer les gros moyen (robots) pour tout rafler et se remplir les poches,ce qui doit arranger les affaires de Nike en se foutant totalement de ses passionnésVive le profit adieu passion.",2.0,FR,1avis,
"6 mois d'attente pour une taille sur…6 mois d'attente pour une taille sur des airs force one ,livraison prévue mercredi le vendredi je reviens vers eux (car aucune nouvelles ni emails) pour me dire que la paire n'est jamais arriver au transporteur.(sûrement des vols interne pour nous les revendre le double chez un resell ) Bref, c'est reparti pour 6 mois d'attente encore ? Mais par principe, je ne reprendrais jamais chez eux.",1.0,FR,1avis,27 mai 2022
"Impossible de passer commandePlusieurs jours qu'il est impossible de se connecter sur le site de Nike, impossible de mettre des articles dans le panier et de passer la moindre commande. Il y a un très gros problème mais apparemment, personne ne s'en rend compte puisqu'il n'y a aucune information à ce sujet sur le site, comme si tout allait bien. Totalement incompréhensible.",1.0,FR,1avis,26 mai 2022
"Mon colis a été ouvert (et refermé avec…Mon colis a été ouvert (et refermé avec grand soin), à l’intérieur il manquait deux paires de baskets (mais les emballages étaient présents). Nike refuse de me rembourser. Je n’ai pas choisi ce transporteur véreux (dans la région, les personnes y travaillant déconseillent ce transporteur).Conclusion: première et dernière commande sur Nike FranceJe vais rester en Adidas",1.0,FR,4avis,25 mai 2022
"Service client minableService client minable. Entre une dame qui ne comprend rien à ma demande et ne répond en rien aux questions et un homme plus qu’impoli, souvent agressif et discourtois qui hausse le ton. Tout en ne comprenant toujours rien, on est pas sorti de l’auberge.Ces personnes représentent mal l’image de marque de Nike.Ma plainte aura été ignorée et personne ne sera jamais revenu vers moi.Ce qui est sûr c’est que Nike a toujours sa clientèle du à son aura. Pas à son service client ou à son professionnalisme. Merci pour les « membres depuis 2013 ». On se sent très respecté",1.0,BE,3avis,20 mai 2022
"on se moque des clients !!on se moque des clients !!!ouverture d'une vente à 9h00 ce matin, j'arrive tant bien que mal à valider ma commande ... mais leur système ne permet de pas de faire le paiement.maintenant plus rien de disponible .ce n'est pas la premiere fois-mais comme ils sont à la pointe, impossible d'avoir un contact.Bref le client, ils n'en ont rien à faire et préfère voir leur chaussure revendu à prix d'or.",1.0,FR,1avis,16 mai 2022
